district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Independent,IndÈpendant(e),O'Sullivan,Louise B.,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,No Affiliation,Aucune appartenance,Patenaude,Marc,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Sullivan,Linda,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,New Democratic Party,Nouveau Parti dÈmocratique,ThiÈbaut,Sophie,
24078,Vimy,Vimy,New Democratic Party,Nouveau Parti dÈmocratique,Aliev,Vassif,
24078,Vimy,Vimy,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Beaulieu,Claire-Emmanuelle,
24078,Vimy,Vimy,People's Party of Canada,Parti populaire du Canada,Brunelle,Suzanne,
24078,Vimy,Vimy,Conservative Party of Canada,Parti conservateur du Canada,El-Helou,Rima,
24078,Vimy,Vimy,Liberal Party of Canada,Parti libÈral du Canada,Koutrakis,Annie,
24078,Vimy,Vimy,Green Party of Canada,Le Parti Vert du Canada,R'Guiba,Faiza,
35001,Ajax,Ajax,Independent,IndÈpendant(e),Ali,Intab,
35001,Ajax,Ajax,Conservative Party of Canada,Parti conservateur du Canada,Dingwall,Tom,
35001,Ajax,Ajax,Independent,IndÈpendant(e),Hadley,Allen Keith,
35001,Ajax,Ajax,Liberal Party of Canada,Parti libÈral du Canada,Holland,Mark,
35001,Ajax,Ajax,Green Party of Canada,Le Parti Vert du Canada,Knight,Maia,
35001,Ajax,Ajax,New Democratic Party,Nouveau Parti dÈmocratique,Malik,Shokat,
35001,Ajax,Ajax,People's Party of Canada,Parti populaire du Canada,Russo,Susanna,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green Party of Canada,Le Parti Vert du Canada,Chapman,Max,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,People's Party of Canada,Parti populaire du Canada,Delisle,Dave,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,New Democratic Party,Nouveau Parti dÈmocratique,Hughes,Carol,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Parti RhinocÈros Party,Parti RhinocÈros Party,Marquis De Marmalade,Le,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative Party of Canada,Parti conservateur du Canada,Williamson,Dave,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal Party of Canada,Parti libÈral du Canada,Wilson,Heather,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Conservative Party of Canada,Parti conservateur du Canada,Alleslev,Leona,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,New Democratic Party,Nouveau Parti dÈmocratique,Brown,Aaron,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Green Party of Canada,Le Parti Vert du Canada,Flemming,Timothy,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Libertarian Party of Canada,Parti Libertarien du Canada,Korovitsyn,Serge,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,People's Party of Canada,Parti populaire du Canada,Patil,Priya,
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Liberal Party of Canada,Parti libÈral du Canada,Taylor Roy,Leah,
35004,Barrie--Innisfil,Barrie--Innisfil,Conservative Party of Canada,Parti conservateur du Canada,Brassard,John,
35004,Barrie--Innisfil,Barrie--Innisfil,Green Party of Canada,Le Parti Vert du Canada,North,Bonnie,
35004,Barrie--Innisfil,Barrie--Innisfil,New Democratic Party,Nouveau Parti dÈmocratique,Reinio,Pekka,
35004,Barrie--Innisfil,Barrie--Innisfil,People's Party of Canada,Parti populaire du Canada,Robinson,Stephanie,
35004,Barrie--Innisfil,Barrie--Innisfil,Liberal Party of Canada,Parti libÈral du Canada,Wilson,Lisa-Marie,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,New Democratic Party,Nouveau Parti dÈmocratique,Janssen,Dan,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Liberal Party of Canada,Parti libÈral du Canada,Kalliecharan,Brian,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Green Party of Canada,Le Parti Vert du Canada,Lancaster,Marty,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,People's Party of Canada,Parti populaire du Canada,Patterson,David,
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Conservative Party of Canada,Parti conservateur du Canada,Shipley,Doug,
35006,Bay of Quinte,Baie de Quinte,New Democratic Party,Nouveau Parti dÈmocratique,Bell,Stephanie,
35006,Bay of Quinte,Baie de Quinte,People's Party of Canada,Parti populaire du Canada,Bordonaro,Paul,
35006,Bay of Quinte,Baie de Quinte,Green Party of Canada,Le Parti Vert du Canada,Celovsky,Danny,
35006,Bay of Quinte,Baie de Quinte,Conservative Party of Canada,Parti conservateur du Canada,Durkin,Tim,
35006,Bay of Quinte,Baie de Quinte,Liberal Party of Canada,Parti libÈral du Canada,Ellis,Neil,
35007,Beaches--East York,Beaches--East York,Liberal Party of Canada,Parti libÈral du Canada,Erskine-Smith,Nathaniel,
35007,Beaches--East York,Beaches--East York,Green Party of Canada,Le Parti Vert du Canada,Manners,Sean,
35007,Beaches--East York,Beaches--East York,People's Party of Canada,Parti populaire du Canada,McKenzie,Deborah,
35007,Beaches--East York,Beaches--East York,New Democratic Party,Nouveau Parti dÈmocratique,Nam,Mae J.,
35007,Beaches--East York,Beaches--East York,Conservative Party of Canada,Parti conservateur du Canada,Nazeer,Nadirah,
35008,Brampton Centre,Brampton-Centre,People's Party of Canada,Parti populaire du Canada,Bawa,Baljit,
35008,Brampton Centre,Brampton-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Boswell,Jordan,
35008,Brampton Centre,Brampton-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Gershuny,David,
35008,Brampton Centre,Brampton-Centre,Conservative Party of Canada,Parti conservateur du Canada,Gosal,Pawanjit,
35008,Brampton Centre,Brampton-Centre,Liberal Party of Canada,Parti libÈral du Canada,Sangha,Ramesh,
35008,Brampton Centre,Brampton-Centre,Green Party of Canada,Le Parti Vert du Canada,Thornham,Pauline,
35009,Brampton East,Brampton-Est,Green Party of Canada,Le Parti Vert du Canada,Burgess-Ogilvie,Teresa,
35009,Brampton East,Brampton-Est,Canada's Fourth Front,QuatriËme front du Canada,Dua,Partap,
35009,Brampton East,Brampton-Est,Independent,IndÈpendant(e),Othi,Manpreet,
35009,Brampton East,Brampton-Est,Liberal Party of Canada,Parti libÈral du Canada,Sidhu,Maninder,
35009,Brampton East,Brampton-Est,Conservative Party of Canada,Parti conservateur du Canada,Singh,Ramona,
35009,Brampton East,Brampton-Est,New Democratic Party,Nouveau Parti dÈmocratique,Singh,Saranjit,
35009,Brampton East,Brampton-Est,People's Party of Canada,Parti populaire du Canada,Walia,Gaurav,
35010,Brampton North,Brampton-Nord,Green Party of Canada,Le Parti Vert du Canada,D'Costa,Norbert,
35010,Brampton North,Brampton-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Edwards,Melissa,
35010,Brampton North,Brampton-Nord,People's Party of Canada,Parti populaire du Canada,Frazer,Keith,
35010,Brampton North,Brampton-Nord,Conservative Party of Canada,Parti conservateur du Canada,Khanna,Arpan,
35010,Brampton North,Brampton-Nord,Liberal Party of Canada,Parti libÈral du Canada,Sahota,Ruby,
35011,Brampton South,Brampton-Sud,Conservative Party of Canada,Parti conservateur du Canada,Brar,Ramandeep,
35011,Brampton South,Brampton-Sud,Green Party of Canada,Le Parti Vert du Canada,Fraser,Karen,
35011,Brampton South,Brampton-Sud,People's Party of Canada,Parti populaire du Canada,Ghuman,Rajwinder,
35011,Brampton South,Brampton-Sud,Canada's Fourth Front,QuatriËme front du Canada,Joshi,Mitesh,
35011,Brampton South,Brampton-Sud,New Democratic Party,Nouveau Parti dÈmocratique,Kaur,Mandeep,
35011,Brampton South,Brampton-Sud,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Mercer,Wavey,
35011,Brampton South,Brampton-Sud,Liberal Party of Canada,Parti libÈral du Canada,Sidhu,Sonia,
35011,Brampton South,Brampton-Sud,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Sullivan,Dagmar,
35012,Brampton West,Brampton-Ouest,Green Party of Canada,Le Parti Vert du Canada,Davidson,Jane,
35012,Brampton West,Brampton-Ouest,Communist Party of Canada,Parti communiste du Canada,Hundal,Harinderpal,
35012,Brampton West,Brampton-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,Kaur,Navjit,
35012,Brampton West,Brampton-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Khera,Kamal,
35012,Brampton West,Brampton-Ouest,Canada's Fourth Front,QuatriËme front du Canada,Malik,Anjum,
35012,Brampton West,Brampton-Ouest,People's Party of Canada,Parti populaire du Canada,Sampson,Roger,
35012,Brampton West,Brampton-Ouest,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Tannahill,Paul,
35012,Brampton West,Brampton-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Thapliyal,Murarilal,
35013,Brantford--Brant,Brantford--Brant,Independent,IndÈpendant(e),Bory,Leslie,
35013,Brantford--Brant,Brantford--Brant,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,Gallagher,Jeffrey,
35013,Brantford--Brant,Brantford--Brant,Green Party of Canada,Le Parti Vert du Canada,Jonkman,Bob,
35013,Brantford--Brant,Brantford--Brant,Conservative Party of Canada,Parti conservateur du Canada,McColeman,Phil,
35013,Brantford--Brant,Brantford--Brant,New Democratic Party,Nouveau Parti dÈmocratique,Sawyer,Sabrina,
35013,Brantford--Brant,Brantford--Brant,Liberal Party of Canada,Parti libÈral du Canada,Takacs,Danielle,
35013,Brantford--Brant,Brantford--Brant,Independent,IndÈpendant(e),Turmel,John The Engineer,
35013,Brantford--Brant,Brantford--Brant,People's Party of Canada,Parti populaire du Canada,Wrobel,Dave,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal Party of Canada,Parti libÈral du Canada,Den Tandt,Michael,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Libertarian Party of Canada,Parti Libertarien du Canada,Little,Daniel,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative Party of Canada,Parti conservateur du Canada,Ruff,Alex,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,New Democratic Party,Nouveau Parti dÈmocratique,Stephen,Chris,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,People's Party of Canada,Parti populaire du Canada,Townsend,Bill,
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green Party of Canada,Le Parti Vert du Canada,Valiquette,Danielle,
35015,Burlington,Burlington,New Democratic Party,Nouveau Parti dÈmocratique,Dupuis,Lenaee,
35015,Burlington,Burlington,Liberal Party of Canada,Parti libÈral du Canada,Gould,Karina,
35015,Burlington,Burlington,Conservative Party of Canada,Parti conservateur du Canada,Michael,Jane,
35015,Burlington,Burlington,People's Party of Canada,Parti populaire du Canada,Smetana,Peter,
35015,Burlington,Burlington,Green Party of Canada,Le Parti Vert du Canada,Williams,Gareth,
35016,Cambridge,Cambridge,Conservative Party of Canada,Parti conservateur du Canada,Attwal,Sunny,
35016,Cambridge,Cambridge,Green Party of Canada,Le Parti Vert du Canada,Braniff,Michele,
35016,Cambridge,Cambridge,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Couto,Manuel,
35016,Cambridge,Cambridge,New Democratic Party,Nouveau Parti dÈmocratique,Hamilton,Scott,
35016,Cambridge,Cambridge,People's Party of Canada,Parti populaire du Canada,Haskell,David,
35016,Cambridge,Cambridge,Liberal Party of Canada,Parti libÈral du Canada,May,Bryan,
35016,Cambridge,Cambridge,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,McMorrow,George,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,People's Party of Canada,Parti populaire du Canada,Balagtas,John,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Marijuana Party,Parti Marijuana,Coulbeck,Paul,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Conservative Party of Canada,Parti conservateur du Canada,Epp,Dave,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Liberal Party of Canada,Parti libÈral du Canada,Omstead,Katie,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Green Party of Canada,Le Parti Vert du Canada,Vercouteren,Mark,
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,New Democratic Party,Nouveau Parti dÈmocratique,Walsh,Tony,
35018,Davenport,Davenport,Conservative Party of Canada,Parti conservateur du Canada,Bhatia,Sanjay,
35018,Davenport,Davenport,New Democratic Party,Nouveau Parti dÈmocratique,Cash,Andrew,
35018,Davenport,Davenport,People's Party of Canada,Parti populaire du Canada,Ciardullo,Francesco,
35018,Davenport,Davenport,Green Party of Canada,Le Parti Vert du Canada,Conover-Arthurs,Hannah,
35018,Davenport,Davenport,Liberal Party of Canada,Parti libÈral du Canada,Dzerowicz,Julie,
35018,Davenport,Davenport,Independent,IndÈpendant(e),Kalevar,Chai,
35018,Davenport,Davenport,Communist Party of Canada,Parti communiste du Canada,Rowley,Elizabeth,
35018,Davenport,Davenport,Independent,IndÈpendant(e),Young,Troy,
35019,Don Valley East,Don Valley-Est,People's Party of Canada,Parti populaire du Canada,Hendry,John P.,
35019,Don Valley East,Don Valley-Est,Conservative Party of Canada,Parti conservateur du Canada,Ma,Michael,
35019,Don Valley East,Don Valley-Est,Liberal Party of Canada,Parti libÈral du Canada,Ratansi,Yasmin,
35019,Don Valley East,Don Valley-Est,New Democratic Party,Nouveau Parti dÈmocratique,Thompson,Nicholas,
35019,Don Valley East,Don Valley-Est,Green Party of Canada,Le Parti Vert du Canada,Turcotte,Dan,
35020,Don Valley North,Don Valley-Nord,Liberal Party of Canada,Parti libÈral du Canada,Dong,Han,
35020,Don Valley North,Don Valley-Nord,Conservative Party of Canada,Parti conservateur du Canada,Fischer,Sarah,
35020,Don Valley North,Don Valley-Nord,Green Party of Canada,Le Parti Vert du Canada,Giavedoni,Daniel,
35020,Don Valley North,Don Valley-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Griffin,Bruce,
35020,Don Valley North,Don Valley-Nord,People's Party of Canada,Parti populaire du Canada,Sobel,Jay,
35021,Don Valley West,Don Valley-Ouest,Green Party of Canada,Le Parti Vert du Canada,Kistindey,Amanda,
35021,Don Valley West,Don Valley-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Kittredge,John,
35021,Don Valley West,Don Valley-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,MacDowell,Laurel,
35021,Don Valley West,Don Valley-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Oliphant,Rob,
35021,Don Valley West,Don Valley-Ouest,People's Party of Canada,Parti populaire du Canada,Prittie,Ian,
35021,Don Valley West,Don Valley-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Robertson,Yvonne,
35022,Dufferin--Caledon,Dufferin--Caledon,New Democratic Party,Nouveau Parti dÈmocratique,Brown,Allison,
35022,Dufferin--Caledon,Dufferin--Caledon,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Emo,Russ,
35022,Dufferin--Caledon,Dufferin--Caledon,Liberal Party of Canada,Parti libÈral du Canada,Fisher,Michele,
35022,Dufferin--Caledon,Dufferin--Caledon,People's Party of Canada,Parti populaire du Canada,Ransom,Chad,
35022,Dufferin--Caledon,Dufferin--Caledon,Conservative Party of Canada,Parti conservateur du Canada,Seeback,Kyle,
35022,Dufferin--Caledon,Dufferin--Caledon,Green Party of Canada,Le Parti Vert du Canada,Wiesen,Stefan,
35023,Durham,Durham,Liberal Party of Canada,Parti libÈral du Canada,Giancroce,Jonathan,
35023,Durham,Durham,Conservative Party of Canada,Parti conservateur du Canada,O'Toole,Erin,
35023,Durham,Durham,Green Party of Canada,Le Parti Vert du Canada,Price,Evan,
35023,Durham,Durham,People's Party of Canada,Parti populaire du Canada,Virtue,Brenda,
35023,Durham,Durham,New Democratic Party,Nouveau Parti dÈmocratique,Whalen-Wright,Sarah,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Conservative Party of Canada,Parti conservateur du Canada,Aryeh-Bain,Chani,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Green Party of Canada,Le Parti Vert du Canada,DeBoer,Reuben,
35024,Eglinton--Lawrence,Eglinton--Lawrence,Liberal Party of Canada,Parti libÈral du Canada,Mendicino,Marco,
35024,Eglinton--Lawrence,Eglinton--Lawrence,New Democratic Party,Nouveau Parti dÈmocratique,Nash,Alexandra,
35024,Eglinton--Lawrence,Eglinton--Lawrence,People's Party of Canada,Parti populaire du Canada,Staffieri,Michael,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal Party of Canada,Parti libÈral du Canada,Armstrong,Pam,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,New Democratic Party,Nouveau Parti dÈmocratique,Hargreaves,Bob,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,People's Party of Canada,Parti populaire du Canada,Helkaa,Donald,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Green Party of Canada,Le Parti Vert du Canada,Hendel,Ericha,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Redecop,Peter,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Libertarian Party of Canada,Parti Libertarien du Canada,Styve,Richard,
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative Party of Canada,Parti conservateur du Canada,Vecchio,Karen,
35026,Essex,Essex,Green Party of Canada,Le Parti Vert du Canada,Alderson,Jennifer,
35026,Essex,Essex,People's Party of Canada,Parti populaire du Canada,Capes,Bill,
35026,Essex,Essex,Liberal Party of Canada,Parti libÈral du Canada,Festeryga,Audrey,
35026,Essex,Essex,Conservative Party of Canada,Parti conservateur du Canada,Lewis,Chris,
35026,Essex,Essex,New Democratic Party,Nouveau Parti dÈmocratique,Ramsey,Tracey,
35027,Etobicoke Centre,Etobicoke-Centre,Liberal Party of Canada,Parti libÈral du Canada,Baker,Yvan,
35027,Etobicoke Centre,Etobicoke-Centre,Conservative Party of Canada,Parti conservateur du Canada,Opitz,Ted,
35027,Etobicoke Centre,Etobicoke-Centre,Green Party of Canada,Le Parti Vert du Canada,Semple,Cameron,
35027,Etobicoke Centre,Etobicoke-Centre,People's Party of Canada,Parti populaire du Canada,Serdiuk,Nicholas,
35027,Etobicoke Centre,Etobicoke-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Vickers-Wong,Heather,
35027,Etobicoke Centre,Etobicoke-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Wrzesniewski,Mark,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green Party of Canada,Le Parti Vert du Canada,Caldwell,Chris,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,New Democratic Party,Nouveau Parti dÈmocratique,Gasperlin,Branko,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal Party of Canada,Parti libÈral du Canada,Maloney,James,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Murray,Janice,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative Party of Canada,Parti conservateur du Canada,O'Brien,Barry,
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,People's Party of Canada,Parti populaire du Canada,Sulejmani,Jude,
35029,Etobicoke North,Etobicoke-Nord,Liberal Party of Canada,Parti libÈral du Canada,Duncan,Kirsty,
35029,Etobicoke North,Etobicoke-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Farah,Naiima,
35029,Etobicoke North,Etobicoke-Nord,People's Party of Canada,Parti populaire du Canada,Ford,Renata,
35029,Etobicoke North,Etobicoke-Nord,Green Party of Canada,Le Parti Vert du Canada,Ghuman,Nancy,
35029,Etobicoke North,Etobicoke-Nord,Conservative Party of Canada,Parti conservateur du Canada,Kaur,Sarabjit,
35029,Etobicoke North,Etobicoke-Nord,Canada's Fourth Front,QuatriËme front du Canada,Mehta,Sudhir,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,New Democratic Party,Nouveau Parti dÈmocratique,Cillis,Allison,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Green Party of Canada,Le Parti Vert du Canada,Errygers,Janet,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Liberal Party of Canada,Parti libÈral du Canada,Stebbing,Jennifer,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Conservative Party of Canada,Parti conservateur du Canada,Sweet,David,
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,People's Party of Canada,Parti populaire du Canada,Tilden,David,
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,People's Party of Canada,Parti populaire du Canada,Desgranges,Jean-Jacques,
