district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
35056,Markham--Unionville,Markham--Unionville,People's Party of Canada,Parti populaire du Canada,Chung,Sarah,
35056,Markham--Unionville,Markham--Unionville,New Democratic Party,Nouveau Parti dÈmocratique,Hines,Gregory,
35056,Markham--Unionville,Markham--Unionville,Liberal Party of Canada,Parti libÈral du Canada,Ho,Alan,
35056,Markham--Unionville,Markham--Unionville,Green Party of Canada,Le Parti Vert du Canada,Kao,Elvin,
35056,Markham--Unionville,Markham--Unionville,Conservative Party of Canada,Parti conservateur du Canada,Saroya,Bob,
35057,Milton,Milton,People's Party of Canada,Parti populaire du Canada,Dastur,Percy,
35057,Milton,Milton,New Democratic Party,Nouveau Parti dÈmocratique,Hassan,Farina,
35057,Milton,Milton,Green Party of Canada,Le Parti Vert du Canada,Hayward,Eleanor,
35057,Milton,Milton,Conservative Party of Canada,Parti conservateur du Canada,Raitt,Lisa,
35057,Milton,Milton,Liberal Party of Canada,Parti libÈral du Canada,van Koeverden,Adam,
35058,Mississauga Centre,Mississauga-Centre,Liberal Party of Canada,Parti libÈral du Canada,Alghabra,Omar,
35058,Mississauga Centre,Mississauga-Centre,People's Party of Canada,Parti populaire du Canada,Micalef,David,
35058,Mississauga Centre,Mississauga-Centre,Conservative Party of Canada,Parti conservateur du Canada,Mikael,Milad,
35058,Mississauga Centre,Mississauga-Centre,Green Party of Canada,Le Parti Vert du Canada,Reinoso,Hugo,
35058,Mississauga Centre,Mississauga-Centre,Independent,IndÈpendant(e),Vezina,Greg,
35058,Mississauga Centre,Mississauga-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Walji,Sarah,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Di Carlo,Anna,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Liberal Party of Canada,Parti libÈral du Canada,Fonseca,Peter,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Conservative Party of Canada,Parti conservateur du Canada,Lizon,Wladyslaw,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Green Party of Canada,Le Parti Vert du Canada,Rasheed,Maha,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,People's Party of Canada,Parti populaire du Canada,Rizvi,Syed,
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,New Democratic Party,Nouveau Parti dÈmocratique,Takacs,Tom,
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,People's Party of Canada,Parti populaire du Canada,Alsabagh,Hazar,
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Green Party of Canada,Le Parti Vert du Canada,Boscarino-Gaetano,Remo,
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Liberal Party of Canada,Parti libÈral du Canada,Khalid,Iqra,
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,New Democratic Party,Nouveau Parti dÈmocratique,Tariq,Salman,
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Conservative Party of Canada,Parti conservateur du Canada,Tawfilis,Hani,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Conservative Party of Canada,Parti conservateur du Canada,Ambler,Stella,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,The United Party of Canada,Parti Uni du Canada,Darby,Carlton,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,New Democratic Party,Nouveau Parti dÈmocratique,Laughton,Adam,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Liberal Party of Canada,Parti libÈral du Canada,Spengemann,Sven,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Green Party of Canada,Le Parti Vert du Canada,Trentelman,Cynthia,
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,People's Party of Canada,Parti populaire du Canada,Vizitiu,Eugen,
35062,Mississauga--Malton,Mississauga--Malton,Liberal Party of Canada,Parti libÈral du Canada,Bains,Navdeep,
35062,Mississauga--Malton,Mississauga--Malton,The United Party of Canada,Parti Uni du Canada,Buchanan,Prudence,
35062,Mississauga--Malton,Mississauga--Malton,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Chilelli,Frank,
35062,Mississauga--Malton,Mississauga--Malton,New Democratic Party,Nouveau Parti dÈmocratique,Clarke,Nikki,
35062,Mississauga--Malton,Mississauga--Malton,People's Party of Canada,Parti populaire du Canada,Gora,Tahir,
35062,Mississauga--Malton,Mississauga--Malton,Green Party of Canada,Le Parti Vert du Canada,Porter,Christina,
35062,Mississauga--Malton,Mississauga--Malton,Conservative Party of Canada,Parti conservateur du Canada,Varughese,Tom,
35063,Mississauga--Streetsville,Mississauga--Streetsville,New Democratic Party,Nouveau Parti dÈmocratique,Girguis,Samir,
35063,Mississauga--Streetsville,Mississauga--Streetsville,Green Party of Canada,Le Parti Vert du Canada,Hill,Chris,
35063,Mississauga--Streetsville,Mississauga--Streetsville,People's Party of Canada,Parti populaire du Canada,McIver,Thomas,
35063,Mississauga--Streetsville,Mississauga--Streetsville,Conservative Party of Canada,Parti conservateur du Canada,Melek,Ghada,
35063,Mississauga--Streetsville,Mississauga--Streetsville,Liberal Party of Canada,Parti libÈral du Canada,Sikand,Gagan,
35063,Mississauga--Streetsville,Mississauga--Streetsville,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Spizzirri,Natalie,
35064,Nepean,Nepean,New Democratic Party,Nouveau Parti dÈmocratique,Ansari,Zaff,
35064,Nepean,Nepean,Liberal Party of Canada,Parti libÈral du Canada,Arya,Chandra,
35064,Nepean,Nepean,Green Party of Canada,Le Parti Vert du Canada,Cooke,Jean-Luc,
35064,Nepean,Nepean,People's Party of Canada,Parti populaire du Canada,Hooda,Azim,
35064,Nepean,Nepean,Conservative Party of Canada,Parti conservateur du Canada,St. Louis,Brian,
35064,Nepean,Nepean,Communist Party of Canada,Parti communiste du Canada,Wang,Dustan,
35065,Newmarket--Aurora,Newmarket--Aurora,Green Party of Canada,Le Parti Vert du Canada,Bauer,Walter,
35065,Newmarket--Aurora,Newmarket--Aurora,Progressive Canadian Party,Parti Progressiste Canadien,Baxter,Dorian,
35065,Newmarket--Aurora,Newmarket--Aurora,Conservative Party of Canada,Parti conservateur du Canada,Brown,Lois,
35065,Newmarket--Aurora,Newmarket--Aurora,Parti RhinocÈros Party,Parti RhinocÈros Party,Goble,Laurie,
35065,Newmarket--Aurora,Newmarket--Aurora,New Democratic Party,Nouveau Parti dÈmocratique,Kelly,Yvonne,
35065,Newmarket--Aurora,Newmarket--Aurora,People's Party of Canada,Parti populaire du Canada,McCaughtrie,Andrew,
35065,Newmarket--Aurora,Newmarket--Aurora,Liberal Party of Canada,Parti libÈral du Canada,Van Bynen,Tony,
35066,Niagara Centre,Niagara-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Allen,Malcolm,
35066,Niagara Centre,Niagara-Centre,Liberal Party of Canada,Parti libÈral du Canada,Badawey,Vance,
35066,Niagara Centre,Niagara-Centre,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Bylsma,Nic,
35066,Niagara Centre,Niagara-Centre,Conservative Party of Canada,Parti conservateur du Canada,Jeffs,April,
35066,Niagara Centre,Niagara-Centre,People's Party of Canada,Parti populaire du Canada,Sainz-Nieto,Andrew,
35066,Niagara Centre,Niagara-Centre,Green Party of Canada,Le Parti Vert du Canada,Tomaino,Michael,
35066,Niagara Centre,Niagara-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Walker,Robert,
35067,Niagara Falls,Niagara Falls,Conservative Party of Canada,Parti conservateur du Canada,Baldinelli,Tony,
35067,Niagara Falls,Niagara Falls,New Democratic Party,Nouveau Parti dÈmocratique,Barker,Brian,
35067,Niagara Falls,Niagara Falls,Liberal Party of Canada,Parti libÈral du Canada,Kaiser,Andrea,
35067,Niagara Falls,Niagara Falls,Green Party of Canada,Le Parti Vert du Canada,O'Connor,Sandra,
35067,Niagara Falls,Niagara Falls,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,O'Connor,Tricia,
35067,Niagara Falls,Niagara Falls,Independent,IndÈpendant(e),Strange,Mike,
35067,Niagara Falls,Niagara Falls,People's Party of Canada,Parti populaire du Canada,Taylor,Alexander,
35068,Niagara West,Niagara-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Allison,Dean,
35068,Niagara West,Niagara-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Bingham,Ian,
35068,Niagara West,Niagara-Ouest,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Jonker,Harold,
35068,Niagara West,Niagara-Ouest,People's Party of Canada,Parti populaire du Canada,Morton,Miles,
35068,Niagara West,Niagara-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,Rahman,Nameer,
35068,Niagara West,Niagara-Ouest,Green Party of Canada,Le Parti Vert du Canada,Teather,Terry,
35069,Nickel Belt,Nickel Belt,Conservative Party of Canada,Parti conservateur du Canada,Laamanen,Aino,
35069,Nickel Belt,Nickel Belt,Green Party of Canada,Le Parti Vert du Canada,Lalonde,Casey,
35069,Nickel Belt,Nickel Belt,People's Party of Canada,Parti populaire du Canada,Paavola,Mikko,
35069,Nickel Belt,Nickel Belt,New Democratic Party,Nouveau Parti dÈmocratique,Paquette,Stef,
35069,Nickel Belt,Nickel Belt,Liberal Party of Canada,Parti libÈral du Canada,SerrÈ,Marc G,
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,New Democratic Party,Nouveau Parti dÈmocratique,Boulet,Rob,
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Conservative Party of Canada,Parti conservateur du Canada,Carr,Jordy,
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Green Party of Canada,Le Parti Vert du Canada,Gomm,Alex,
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,People's Party of Canada,Parti populaire du Canada,King,Mark,
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Liberal Party of Canada,Parti libÈral du Canada,Rota,Anthony,
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Conservative Party of Canada,Parti conservateur du Canada,Lawrence,Philip,
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,New Democratic Party,Nouveau Parti dÈmocratique,MacDonald,Mallory,
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Liberal Party of Canada,Parti libÈral du Canada,Rudd,Kim,
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,People's Party of Canada,Parti populaire du Canada,Vaughan,Frank,
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Green Party of Canada,Le Parti Vert du Canada,Wheeldon,Jeff,
35072,Oakville,Oakville,New Democratic Party,Nouveau Parti dÈmocratique,Adamo,Jerome,
35072,Oakville,Oakville,Liberal Party of Canada,Parti libÈral du Canada,Anand,Anita,
35072,Oakville,Oakville,Green Party of Canada,Le Parti Vert du Canada,Elwick,James,
35072,Oakville,Oakville,People's Party of Canada,Parti populaire du Canada,Meaney,JD,
35072,Oakville,Oakville,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Pereira,Sushila,
35072,Oakville,Oakville,Conservative Party of Canada,Parti conservateur du Canada,Young,Terence,
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Liberal Party of Canada,Parti libÈral du Canada,Damoff,Pam,
35073,Oakville North--Burlington,Oakville-Nord--Burlington,New Democratic Party,Nouveau Parti dÈmocratique,Dion,Nicolas,
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Green Party of Canada,Le Parti Vert du Canada,Houghton,Michael,
35073,Oakville North--Burlington,Oakville-Nord--Burlington,People's Party of Canada,Parti populaire du Canada,Jubinville,Gilbert Joseph,
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Conservative Party of Canada,Parti conservateur du Canada,Weir,Sean,
35074,Oshawa,Oshawa,Conservative Party of Canada,Parti conservateur du Canada,Carrie,Colin,
35074,Oshawa,Oshawa,Liberal Party of Canada,Parti libÈral du Canada,Hossain,Afroza,
35074,Oshawa,Oshawa,People's Party of Canada,Parti populaire du Canada,Mackenzie,Eric,
35074,Oshawa,Oshawa,New Democratic Party,Nouveau Parti dÈmocratique,Panylo,Shailene,
35074,Oshawa,Oshawa,Green Party of Canada,Le Parti Vert du Canada,Ramsden,Jovannah,
35074,Oshawa,Oshawa,Communist Party of Canada,Parti communiste du Canada,Tomlinson,Jeff,
35075,Ottawa Centre,Ottawa-Centre,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Bertrand,Shelby,
35075,Ottawa Centre,Ottawa-Centre,Conservative Party of Canada,Parti conservateur du Canada,Clemenhagen,Carol,
35075,Ottawa Centre,Ottawa-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Corcoran,Coreen,
35075,Ottawa Centre,Ottawa-Centre,Independent,IndÈpendant(e),Jones,Chris G,
35075,Ottawa Centre,Ottawa-Centre,Green Party of Canada,Le Parti Vert du Canada,Keller-Herzog,Angela,
35075,Ottawa Centre,Ottawa-Centre,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Leriche,Marie-Chantal,
35075,Ottawa Centre,Ottawa-Centre,Liberal Party of Canada,Parti libÈral du Canada,McKenna,Catherine,
35075,Ottawa Centre,Ottawa-Centre,Communist Party of Canada,Parti communiste du Canada,Ryan,Stuart,
35075,Ottawa Centre,Ottawa-Centre,People's Party of Canada,Parti populaire du Canada,Sevilla,Merylee,
35075,Ottawa Centre,Ottawa-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Taman,Emilie,
35075,Ottawa Centre,Ottawa-Centre,Independent,IndÈpendant(e),Vo,Giang Ha Thu,
35076,OrlÈans,OrlÈans,Conservative Party of Canada,Parti conservateur du Canada,Bertschi,David,
35076,OrlÈans,OrlÈans,Liberal Party of Canada,Parti libÈral du Canada,Lalonde,Marie-France,
35076,OrlÈans,OrlÈans,Green Party of Canada,Le Parti Vert du Canada,Petersen,Michelle,
35076,OrlÈans,OrlÈans,People's Party of Canada,Parti populaire du Canada,Saint-Fleur,Roger,
35076,OrlÈans,OrlÈans,New Democratic Party,Nouveau Parti dÈmocratique,Wiens,Jacqui,
35077,Ottawa South,Ottawa-Sud,People's Party of Canada,Parti populaire du Canada,BolaÒos,Rodrigo AndrÈ,
35077,Ottawa South,Ottawa-Sud,Independent,IndÈpendant(e),Bouragba,Ahmed,
35077,Ottawa South,Ottawa-Sud,New Democratic Party,Nouveau Parti dÈmocratique,Gay,Morgan,
35077,Ottawa South,Ottawa-Sud,Independent,IndÈpendant(e),Laith,Sarmad,
35077,Ottawa South,Ottawa-Sud,Liberal Party of Canada,Parti libÈral du Canada,McGuinty,David,
35077,Ottawa South,Ottawa-Sud,Green Party of Canada,Le Parti Vert du Canada,Schram,Les,
35077,Ottawa South,Ottawa-Sud,Conservative Party of Canada,Parti conservateur du Canada,Tannis,Eli,
35077,Ottawa South,Ottawa-Sud,Communist Party of Canada,Parti communiste du Canada,Wasslen,Larry,
35078,Ottawa--Vanier,Ottawa--Vanier,Independent,IndÈpendant(e),Altman,Joel,
35078,Ottawa--Vanier,Ottawa--Vanier,Conservative Party of Canada,Parti conservateur du Canada,Bernard,Joel E.,
35078,Ottawa--Vanier,Ottawa--Vanier,People's Party of Canada,Parti populaire du Canada,Durst,Paul,
35078,Ottawa--Vanier,Ottawa--Vanier,Liberal Party of Canada,Parti libÈral du Canada,Fortier,Mona,
35078,Ottawa--Vanier,Ottawa--Vanier,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Legeais,Christian,
35078,Ottawa--Vanier,Ottawa--Vanier,Independent,IndÈpendant(e),McHugh,Daniel James,
35078,Ottawa--Vanier,Ottawa--Vanier,New Democratic Party,Nouveau Parti dÈmocratique,Mercier,StÈphanie,
35078,Ottawa--Vanier,Ottawa--Vanier,Parti RhinocÈros Party,Parti RhinocÈros Party,Miller,Derek,
35078,Ottawa--Vanier,Ottawa--Vanier,Green Party of Canada,Le Parti Vert du Canada,Ngabirano,Oriana,
35078,Ottawa--Vanier,Ottawa--Vanier,Communist Party of Canada,Parti communiste du Canada,Paquette,Michelle,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Conservative Party of Canada,Parti conservateur du Canada,Abdi,Abdul,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Communist Party of Canada,Parti communiste du Canada,Cama,Vincent,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,People's Party of Canada,Parti populaire du Canada,Guevorkian,Serge,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Lin,Nick,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,New Democratic Party,Nouveau Parti dÈmocratique,MacEwen,Angella,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,No Affiliation,Aucune appartenance,Moore,Butch,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Mulligan,Sean,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Green Party of Canada,Le Parti Vert du Canada,Stibbe,David,
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Liberal Party of Canada,Parti libÈral du Canada,Vandenbeld,Anita,
35080,Oxford,Oxford,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Aldred,Melody,
35080,Oxford,Oxford,Green Party of Canada,Le Parti Vert du Canada,Birtch-Carriere,Lisa,
35080,Oxford,Oxford,New Democratic Party,Nouveau Parti dÈmocratique,Chambers,Matthew,
35080,Oxford,Oxford,Liberal Party of Canada,Parti libÈral du Canada,Knight,Brendan,
35080,Oxford,Oxford,Conservative Party of Canada,Parti conservateur du Canada,MacKenzie,Dave,
35080,Oxford,Oxford,People's Party of Canada,Parti populaire du Canada,Martin,Wendy,
35081,Parkdale--High Park,Parkdale--High Park,Green Party of Canada,Le Parti Vert du Canada,Capra,Nick,
35081,Parkdale--High Park,Parkdale--High Park,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Gershuny,Lorne,
35081,Parkdale--High Park,Parkdale--High Park,Communist Party of Canada,Parti communiste du Canada,Pabani,Alykhan,
35081,Parkdale--High Park,Parkdale--High Park,Marijuana Party,Parti Marijuana,Parker,Terry,
35081,Parkdale--High Park,Parkdale--High Park,Conservative Party of Canada,Parti conservateur du Canada,Pham,Adam,
35081,Parkdale--High Park,Parkdale--High Park,New Democratic Party,Nouveau Parti dÈmocratique,Taylor,Paul,
35081,Parkdale--High Park,Parkdale--High Park,Liberal Party of Canada,Parti libÈral du Canada,Virani,Arif,
35081,Parkdale--High Park,Parkdale--High Park,People's Party of Canada,Parti populaire du Canada,Wycliffe,Greg,
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Conservative Party of Canada,Parti conservateur du Canada,Aitchison,Scott,
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Liberal Party of Canada,Parti libÈral du Canada,Cowie,Trisha,
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Green Party of Canada,Le Parti Vert du Canada,Miller,Gord,
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Independent,IndÈpendant(e),Predie Jr,Daniel,
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,New Democratic Party,Nouveau Parti dÈmocratique,Young,Tom,
35083,Perth--Wellington,Perth--Wellington,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,DeVries,Irma,
35083,Perth--Wellington,Perth--Wellington,People's Party of Canada,Parti populaire du Canada,Fuhr,Roger,
35083,Perth--Wellington,Perth--Wellington,New Democratic Party,Nouveau Parti dÈmocratique,Krauter,Geoff,
35083,Perth--Wellington,Perth--Wellington,Liberal Party of Canada,Parti libÈral du Canada,Mitchell,Pirie,
35083,Perth--Wellington,Perth--Wellington,Conservative Party of Canada,Parti conservateur du Canada,Nater,John,
35083,Perth--Wellington,Perth--Wellington,Green Party of Canada,Le Parti Vert du Canada,Simmons,Collan,
35084,Peterborough--Kawartha,Peterborough--Kawartha,Independent,IndÈpendant(e),Bowers,Robert M,
35084,Peterborough--Kawartha,Peterborough--Kawartha,Green Party of Canada,Le Parti Vert du Canada,MacGregor,Andrew,
35084,Peterborough--Kawartha,Peterborough--Kawartha,Liberal Party of Canada,Parti libÈral du Canada,Monsef,Maryam,
35084,Peterborough--Kawartha,Peterborough--Kawartha,People's Party of Canada,Parti populaire du Canada,Murphy,Alexander,
35084,Peterborough--Kawartha,Peterborough--Kawartha,Stop Climate Change,ArrÍtons le changement climatique,Ranney,Ken,
35084,Peterborough--Kawartha,Peterborough--Kawartha,New Democratic Party,Nouveau Parti dÈmocratique,Shaw,Candace,
35084,Peterborough--Kawartha,Peterborough--Kawartha,Conservative Party of Canada,Parti conservateur du Canada,Skinner,Michael,
35085,Pickering--Uxbridge,Pickering--Uxbridge,People's Party of Canada,Parti populaire du Canada,Chisu,Corneliu,
35085,Pickering--Uxbridge,Pickering--Uxbridge,Green Party of Canada,Le Parti Vert du Canada,Forint,Peter,
35085,Pickering--Uxbridge,Pickering--Uxbridge,New Democratic Party,Nouveau Parti dÈmocratique,Higdon,Eileen,
35085,Pickering--Uxbridge,Pickering--Uxbridge,Conservative Party of Canada,Parti conservateur du Canada,Musarat,Cyma,
35085,Pickering--Uxbridge,Pickering--Uxbridge,Liberal Party of Canada,Parti libÈral du Canada,O'Connell,Jennifer,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,People's Party of Canada,Parti populaire du Canada,Ainsworth,David,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,Cherrin,Robert,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,IndÈpendant(e),Criger,Dan,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,IndÈpendant(e),Davis,Jonathan,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Conservative Party of Canada,Parti conservateur du Canada,Gallant,Cheryl,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,New Democratic Party,Nouveau Parti dÈmocratique,Jones-Whyte,Eileen,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Libertarian Party of Canada,Parti Libertarien du Canada,Klietsch,Stefan,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,IndÈpendant(e),Kumar,Dheerendra,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Liberal Party of Canada,Parti libÈral du Canada,Marini,Ruben,
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Green Party of Canada,Le Parti Vert du Canada,Pineau,Ian,
35087,Richmond Hill,Richmond Hill,New Democratic Party,Nouveau Parti dÈmocratique,DeVita,Adam,
35087,Richmond Hill,Richmond Hill,Liberal Party of Canada,Parti libÈral du Canada,Jowhari,Majid,
35087,Richmond Hill,Richmond Hill,Green Party of Canada,Le Parti Vert du Canada,Kohli,Ichha,
35087,Richmond Hill,Richmond Hill,Conservative Party of Canada,Parti conservateur du Canada,Menegakis,Costas,
35087,Richmond Hill,Richmond Hill,People's Party of Canada,Parti populaire du Canada,Tvorogov,Igor,
35087,Richmond Hill,Richmond Hill,Parti RhinocÈros Party,Parti RhinocÈros Party,Wevers,Otto,
35088,Carleton,Carleton,New Democratic Party,Nouveau Parti dÈmocratique,Hua,Kevin,
35088,Carleton,Carleton,Green Party of Canada,Le Parti Vert du Canada,Kubanek,Gordon,
35088,Carleton,Carleton,People's Party of Canada,Parti populaire du Canada,Musende,Alain,
35088,Carleton,Carleton,Conservative Party of Canada,Parti conservateur du Canada,Poilievre,Pierre,
35088,Carleton,Carleton,Liberal Party of Canada,Parti libÈral du Canada,Rodgers,Chris,
35089,St. Catharines,St. Catharines,Liberal Party of Canada,Parti libÈral du Canada,Bittle,Chris,
35089,St. Catharines,St. Catharines,People's Party of Canada,Parti populaire du Canada,DeRoo,Allan,
35089,St. Catharines,St. Catharines,Green Party of Canada,Le Parti Vert du Canada,Mason,Travis,
35089,St. Catharines,St. Catharines,New Democratic Party,Nouveau Parti dÈmocratique,Van Meer,Dennis,
35089,St. Catharines,St. Catharines,Conservative Party of Canada,Parti conservateur du Canada,Waler,Krystina,
35090,Toronto--St. Paul's,Toronto--St. Paul's,Liberal Party of Canada,Parti libÈral du Canada,Bennett,Carolyn,
35090,Toronto--St. Paul's,Toronto--St. Paul's,Green Party of Canada,Le Parti Vert du Canada,Climenhaga,Sarah,
35090,Toronto--St. Paul's,Toronto--St. Paul's,People's Party of Canada,Parti populaire du Canada,Kellen,John,
35090,Toronto--St. Paul's,Toronto--St. Paul's,New Democratic Party,Nouveau Parti dÈmocratique,Mukherjee,Alok,
35090,Toronto--St. Paul's,Toronto--St. Paul's,Conservative Party of Canada,Parti conservateur du Canada,Truesdell,Jae,
35091,Sarnia--Lambton,Sarnia--Lambton,People's Party of Canada,Parti populaire du Canada,Everaert,Brian,
35091,Sarnia--Lambton,Sarnia--Lambton,Conservative Party of Canada,Parti conservateur du Canada,Gladu,Marilyn,
35091,Sarnia--Lambton,Sarnia--Lambton,New Democratic Party,Nouveau Parti dÈmocratique,Kilner,Adam,
35091,Sarnia--Lambton,Sarnia--Lambton,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Laird,Thomas,
35091,Sarnia--Lambton,Sarnia--Lambton,Liberal Party of Canada,Parti libÈral du Canada,Lemieux,Carmen,
35091,Sarnia--Lambton,Sarnia--Lambton,Green Party of Canada,Le Parti Vert du Canada,Smith,Peter Robert,
35092,Sault Ste. Marie,Sault Ste. Marie,New Democratic Party,Nouveau Parti dÈmocratique,McCleary,Sara,
35092,Sault Ste. Marie,Sault Ste. Marie,Green Party of Canada,Le Parti Vert du Canada,McLean,Geo,
35092,Sault Ste. Marie,Sault Ste. Marie,Liberal Party of Canada,Parti libÈral du Canada,Sheehan,Terry,
35092,Sault Ste. Marie,Sault Ste. Marie,Conservative Party of Canada,Parti conservateur du Canada,Spina,Sonny,
35092,Sault Ste. Marie,Sault Ste. Marie,People's Party of Canada,Parti populaire du Canada,Zuccato,Amy,
35093,Scarborough--Agincourt,Scarborough--Agincourt,Conservative Party of Canada,Parti conservateur du Canada,Hu,Sean,
35093,Scarborough--Agincourt,Scarborough--Agincourt,People's Party of Canada,Parti populaire du Canada,Internicola,Anthony,
35093,Scarborough--Agincourt,Scarborough--Agincourt,New Democratic Party,Nouveau Parti dÈmocratique,Julius,Larisa,
35093,Scarborough--Agincourt,Scarborough--Agincourt,Green Party of Canada,Le Parti Vert du Canada,Ramdeen,Randi,
35093,Scarborough--Agincourt,Scarborough--Agincourt,Liberal Party of Canada,Parti libÈral du Canada,Yip,Jean,
35094,Scarborough Centre,Scarborough-Centre,Independent,IndÈpendant(e),Cannis,John,
35094,Scarborough Centre,Scarborough-Centre,Conservative Party of Canada,Parti conservateur du Canada,Chaudhry,Irshad,
35094,Scarborough Centre,Scarborough-Centre,Green Party of Canada,Le Parti Vert du Canada,Hakimzadah,Dordana,
35094,Scarborough Centre,Scarborough-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Kamal,Faiz,
35094,Scarborough Centre,Scarborough-Centre,People's Party of Canada,Parti populaire du Canada,Vijeyaratnam,Jeremiah,
35094,Scarborough Centre,Scarborough-Centre,Liberal Party of Canada,Parti libÈral du Canada,Zahid,Salma,
